"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","21616","Отрасль #8/10: случайное уникальное значение","🖥 prod","Tue Apr 28 17:15:27 UTC 2026","broken","Tue Apr 28 17:15:48 UTC 2026","TestIndustryDisplayOnDetailPage","test_vacancy_display","",""
"","36","XSS в названии вакансии","🖥 prod","Tue Apr 28 17:10:23 UTC 2026","passed","Tue Apr 28 17:10:23 UTC 2026","TestVacancyCreateSecurity","test_vacancy_create","",""
"","4","Поле зарплаты 'от' отображается","🖥 prod","Tue Apr 28 17:07:02 UTC 2026","passed","Tue Apr 28 17:07:02 UTC 2026","TestVacancyCreateUI","test_vacancy_create","",""
"","0","TC-009.1: основной флоу — спец → город → подтверждение → «Нет»","🖥 prod","Tue Apr 28 17:01:47 UTC 2026","broken","Tue Apr 28 17:01:47 UTC 2026","TestHHExportModalsBasicFlow","test_vacancy_hh_export","",""
"","21101","Суммарно ровно 122 символов — проходит","🖥 prod","Tue Apr 28 17:45:00 UTC 2026","broken","Tue Apr 28 17:45:21 UTC 2026","TestTotalTextMin","test_vacancy_validation","",""
"","21607","Отрасль #1/10: случайное уникальное значение","🖥 prod","Tue Apr 28 17:12:27 UTC 2026","broken","Tue Apr 28 17:12:49 UTC 2026","TestIndustryDisplayOnDetailPage","test_vacancy_display","",""
"","23083","Создание вакансии с отраслью и географией","🖥 prod","Tue Apr 28 17:40:41 UTC 2026","broken","Tue Apr 28 17:41:04 UTC 2026","TestVacancyCreateWithModals","test_vacancy_modals","",""
"","6663","TC-645.3: смена rowsPerPage → НЕ дёргает бэк, target count не меняется","🖥 prod","Tue Apr 28 17:05:56 UTC 2026","skipped","Tue Apr 28 17:06:03 UTC 2026","TestRelevancePaginationIndependence","test_search_relevance_pagination","",""
"","849","Название: 101 символ (превышение max)","🖥 prod","Tue Apr 28 17:44:26 UTC 2026","passed","Tue Apr 28 17:44:26 UTC 2026","TestTitleLength","test_vacancy_validation","",""
"","7","Кнопка 'Импорт' видна","🖥 prod","Tue Apr 28 17:10:11 UTC 2026","passed","Tue Apr 28 17:10:11 UTC 2026","TestVacancyAIAssistant","test_vacancy_create","",""
"Последовательно переключаем все пять табов и по каждому
        валидируем, что соответствующая POM-страница действительно
        загрузилась (URL + якорь контента).
        ","21091","Переключение по всем 5 вкладкам: Вакансия → Поиск → Диалоги → Собеседования → Итоги Подбора","🖥 prod","Tue Apr 28 17:02:20 UTC 2026","broken","Tue Apr 28 17:02:41 UTC 2026","TestVacancyNavigationTabs","test_vacancy_tabs","",""
"","2948","Клик включает чекбокс","🖥 prod","Tue Apr 28 17:04:45 UTC 2026","passed","Tue Apr 28 17:04:48 UTC 2026","TestRememberMe","test_login","",""
"","21103","Суммарно 9000 (внутри диапазона) — проходит","🖥 prod","Tue Apr 28 17:47:51 UTC 2026","broken","Tue Apr 28 17:48:12 UTC 2026","TestTotalTextMax","test_vacancy_validation","",""
"","3915","Суммарно ~12000 — тост с правильным числом","🖥 prod","Tue Apr 28 17:47:44 UTC 2026","passed","Tue Apr 28 17:47:48 UTC 2026","TestTotalTextMax","test_vacancy_validation","",""
"","473","Создание без описания вакансии","🖥 prod","Tue Apr 28 17:09:16 UTC 2026","passed","Tue Apr 28 17:09:16 UTC 2026","TestVacancyCreateEmptyRequired","test_vacancy_create","",""
"","479","Только О компании пустое — не проходит","🖥 prod","Tue Apr 28 17:48:25 UTC 2026","passed","Tue Apr 28 17:48:25 UTC 2026","TestTotalTextEmpty","test_vacancy_validation","",""
"","372","XSS в описании (Quill editor)","🖥 prod","Tue Apr 28 17:10:31 UTC 2026","passed","Tue Apr 28 17:10:31 UTC 2026","TestVacancyCreateSecurity","test_vacancy_create","",""
"","1449","Чекбокс 'Выбрать все' видим","🖥 prod","Tue Apr 28 17:39:42 UTC 2026","passed","Tue Apr 28 17:39:44 UTC 2026","TestGeographyModal","test_vacancy_modals","",""
"","3838","Email полностью в верхнем регистре","🖥 prod","Tue Apr 28 17:03:14 UTC 2026","passed","Tue Apr 28 17:03:18 UTC 2026","TestLoginEmailCase","test_login","",""
"","2931","Плейсхолдер email корректен","🖥 prod","Tue Apr 28 17:02:54 UTC 2026","passed","Tue Apr 28 17:02:57 UTC 2026","TestLoginUI","test_login","",""
"","0","TC-009.7: 1 лист-спец + 1 лист-город → обе модалки пропущены, сразу подтверждение","🖥 prod","Tue Apr 28 17:36:31 UTC 2026","broken","Tue Apr 28 17:36:31 UTC 2026","TestHHExportModalsSkipFlow","test_vacancy_hh_export","",""
"","497","Описание 150 + О компании 0 — зависит от min О компании","🖥 prod","Tue Apr 28 17:45:53 UTC 2026","passed","Tue Apr 28 17:45:53 UTC 2026","TestTotalTextMin","test_vacancy_validation","",""
"","29704","Город [Гибрид] #3/5: уникальный регион + случайный город (проверка через Редактировать)","🖥 prod","Tue Apr 28 17:29:45 UTC 2026","broken","Tue Apr 28 17:30:14 UTC 2026","TestCityDisplayOnDetailPage","test_vacancy_display","",""
"","1704","Зарплата «до» улетает в salaryTo-фильтр на «Поиске»","🖥 prod","Tue Apr 28 17:00:42 UTC 2026","passed","Tue Apr 28 17:00:44 UTC 2026","TestCreateVacancyViaSearchFilter","test_vacancy_create_via_search_filter","",""
"","495","Закрытие модалки крестиком","🖥 prod","Tue Apr 28 17:38:36 UTC 2026","passed","Tue Apr 28 17:38:36 UTC 2026","TestIndustryModalUI","test_vacancy_modals","",""
"","3088","Валидный email + пустой пароль","🖥 prod","Tue Apr 28 17:04:11 UTC 2026","passed","Tue Apr 28 17:04:14 UTC 2026","TestLoginEmptyFields","test_login","",""
"","3161","Пробелы вместо пароля","🖥 prod","Tue Apr 28 17:04:23 UTC 2026","passed","Tue Apr 28 17:04:26 UTC 2026","TestLoginInvalidCredentials","test_login","",""
"","4","Поле ввода AI ассистента доступно","🖥 prod","Tue Apr 28 17:10:00 UTC 2026","passed","Tue Apr 28 17:10:00 UTC 2026","TestVacancyAIAssistant","test_vacancy_create","",""
"","2942","XSS в поле email","🖥 prod","Tue Apr 28 17:05:04 UTC 2026","passed","Tue Apr 28 17:05:07 UTC 2026","TestLoginSecurity","test_login","",""
"","13126","TC-645.5: смена target count сбрасывает клиентскую страницу в 1","🖥 prod","Tue Apr 28 17:06:30 UTC 2026","skipped","Tue Apr 28 17:06:43 UTC 2026","TestRelevancePaginationIndependence","test_search_relevance_pagination","",""
"","97","Модалка гражданства открывается","🖥 prod","Tue Apr 28 17:39:47 UTC 2026","passed","Tue Apr 28 17:39:48 UTC 2026","TestCitizenshipModal","test_vacancy_modals","",""
"","0","TC-652.1: пустая «Специализация» → toast, без диалога, без запроса","🖥 prod","Tue Apr 28 17:37:18 UTC 2026","skipped","Tue Apr 28 17:37:18 UTC 2026","TestHHExportValidationOrder","test_vacancy_hh_export","",""
"","21123","Кнопка «Запись на HR-интервью» копирует публичную ссылку без токена","🖥 prod","Tue Apr 28 17:01:55 UTC 2026","broken","Tue Apr 28 17:02:16 UTC 2026","TestVacancyDetailLinks","test_vacancy_links","",""
"","3847","Суммарно 9940 (только обязательные) — тост ошибки","🖥 prod","Tue Apr 28 17:47:28 UTC 2026","passed","Tue Apr 28 17:47:32 UTC 2026","TestTotalTextMax","test_vacancy_validation","",""
"","3269","Очень длинный пароль (1000+ символов)","🖥 prod","Tue Apr 28 17:04:30 UTC 2026","passed","Tue Apr 28 17:04:33 UTC 2026","TestLoginInvalidCredentials","test_login","",""
"","5","AI-скрининг выключен по умолчанию","🖥 prod","Tue Apr 28 17:07:53 UTC 2026","passed","Tue Apr 28 17:07:53 UTC 2026","TestVacancyToggles","test_vacancy_create","",""
"","2880","Чекбокс 'Запомнить меня' отображается","🖥 prod","Tue Apr 28 17:02:48 UTC 2026","passed","Tue Apr 28 17:02:51 UTC 2026","TestLoginUI","test_login","",""
"","134","Поле поиска отраслей видно","🖥 prod","Tue Apr 28 17:38:24 UTC 2026","passed","Tue Apr 28 17:38:24 UTC 2026","TestIndustryModalUI","test_vacancy_modals","",""
"","115","Модалка отраслей открывается","🖥 prod","Tue Apr 28 17:38:16 UTC 2026","passed","Tue Apr 28 17:38:16 UTC 2026","TestIndustryModalUI","test_vacancy_modals","",""
"","2980","Пароль скрыт (type=password)","🖥 prod","Tue Apr 28 17:03:00 UTC 2026","passed","Tue Apr 28 17:03:03 UTC 2026","TestLoginUI","test_login","",""
"","3","Кнопка 'Новая вакансия' видна в сайдбаре","🖥 prod","Tue Apr 28 17:06:47 UTC 2026","passed","Tue Apr 28 17:06:47 UTC 2026","TestVacancyNavigation","test_vacancy_create","",""
"","3306","Спецсимволы в пароле","🖥 prod","Tue Apr 28 17:05:07 UTC 2026","passed","Tue Apr 28 17:05:10 UTC 2026","TestLoginSecurity","test_login","",""
"","27087","Город [Офис] #5/5: уникальный регион + случайный город (проверка через Редактировать)","🖥 prod","Tue Apr 28 17:28:09 UTC 2026","broken","Tue Apr 28 17:28:36 UTC 2026","TestCityDisplayOnDetailPage","test_vacancy_display","",""
"","1116","Специализация: 3 значения отображаются на форме","🖥 prod","Tue Apr 28 17:42:12 UTC 2026","passed","Tue Apr 28 17:42:13 UTC 2026","TestModalDisplayOnForm","test_vacancy_modals","",""
"","435","TC-010.2: после выбора leaf-спец-и через export-модалку и reload — модалка спец-и больше не открывается (path-key cache)","🖥 prod","Tue Apr 28 17:36:55 UTC 2026","skipped","Tue Apr 28 17:36:56 UTC 2026","TestHHExportRegressions","test_vacancy_hh_export","",""
"","5","AI Ассистент виден при создании вакансии","🖥 prod","Tue Apr 28 17:09:56 UTC 2026","passed","Tue Apr 28 17:09:56 UTC 2026","TestVacancyAIAssistant","test_vacancy_create","",""
"","377","Описание: <style> блокируется","🖥 prod","Tue Apr 28 17:49:48 UTC 2026","passed","Tue Apr 28 17:49:49 UTC 2026","TestForbiddenChars","test_vacancy_validation","",""
"","1436","Поиск регионов работает","🖥 prod","Tue Apr 28 17:39:32 UTC 2026","passed","Tue Apr 28 17:39:34 UTC 2026","TestGeographyModal","test_vacancy_modals","",""
"","887","Поиск работает","🖥 prod","Tue Apr 28 17:39:07 UTC 2026","passed","Tue Apr 28 17:39:08 UTC 2026","TestSpecializationModal","test_vacancy_modals","",""
"","3174","Пустой email + валидный пароль","🖥 prod","Tue Apr 28 17:04:07 UTC 2026","passed","Tue Apr 28 17:04:11 UTC 2026","TestLoginEmptyFields","test_login","",""
"","883","Список специализаций не пустой","🖥 prod","Tue Apr 28 17:39:12 UTC 2026","passed","Tue Apr 28 17:39:13 UTC 2026","TestSpecializationModal","test_vacancy_modals","",""
"","22092","Отрасль(3) + Специализация(3) → оба поля на странице","🖥 prod","Tue Apr 28 17:31:47 UTC 2026","broken","Tue Apr 28 17:32:09 UTC 2026","TestCombinedModalsDisplayOnDetailPage","test_vacancy_display","",""
"","6","Поле 'Название вакансии' отображается","🖥 prod","Tue Apr 28 17:06:51 UTC 2026","passed","Tue Apr 28 17:06:51 UTC 2026","TestVacancyCreateUI","test_vacancy_create","",""
"","2989","Повторный клик выключает чекбокс","🖥 prod","Tue Apr 28 17:04:48 UTC 2026","passed","Tue Apr 28 17:04:51 UTC 2026","TestRememberMe","test_login","",""
"","3057","Поле email отображается","🖥 prod","Tue Apr 28 16:59:59 UTC 2026","passed","Tue Apr 28 17:00:02 UTC 2026","TestLoginUI","test_login","",""
"","21106","Соц. пакет пустой — проходит (необязательное поле)","🖥 prod","Tue Apr 28 17:48:29 UTC 2026","broken","Tue Apr 28 17:48:50 UTC 2026","TestTotalTextEmpty","test_vacancy_validation","",""
"","2980","Пробелы вместо логина","🖥 prod","Tue Apr 28 17:04:20 UTC 2026","passed","Tue Apr 28 17:04:23 UTC 2026","TestLoginInvalidCredentials","test_login","",""
"","21544","Специализация #2/10: случайное уникальное значение","🖥 prod","Tue Apr 28 17:17:09 UTC 2026","broken","Tue Apr 28 17:17:31 UTC 2026","TestSpecializationDisplayOnDetailPage","test_vacancy_display","",""
"","556","TC-010.4: вакансия без специализации сохраняется через форму без ошибки","🖥 prod","Tue Apr 28 17:37:04 UTC 2026","broken","Tue Apr 28 17:37:04 UTC 2026","TestHHExportRegressions","test_vacancy_hh_export","",""
"","940","Выбор гражданства и применение","🖥 prod","Tue Apr 28 17:39:56 UTC 2026","passed","Tue Apr 28 17:39:57 UTC 2026","TestCitizenshipModal","test_vacancy_modals","",""
"","0","TC-009.10: пустая спец + пустые города → обе модалки пропущены, сразу подтверждение","🖥 prod","Tue Apr 28 17:36:43 UTC 2026","broken","Tue Apr 28 17:36:43 UTC 2026","TestHHExportModalsSkipFlow","test_vacancy_hh_export","",""
"","3082","Email с двойной точкой в домене","🖥 prod","Tue Apr 28 17:04:39 UTC 2026","passed","Tue Apr 28 17:04:42 UTC 2026","TestLoginEmailValidation","test_login","",""
"","21091","На вкладке «Диалоги» виден поиск, пустой чат и блок о кандидате","🖥 prod","Tue Apr 28 17:43:10 UTC 2026","broken","Tue Apr 28 17:43:31 UTC 2026","TestVacancyNavigationTabs","test_vacancy_tabs","",""
"","3825","Email с рандомным регистром (повтор для стабильности)","🖥 prod","Tue Apr 28 17:03:33 UTC 2026","passed","Tue Apr 28 17:03:36 UTC 2026","TestLoginEmailCase","test_login","",""
"","383","Описание: <iframe> блокируется","🖥 prod","Tue Apr 28 17:49:53 UTC 2026","passed","Tue Apr 28 17:49:53 UTC 2026","TestForbiddenChars","test_vacancy_validation","",""
"","4","Редактор 'О компании' отображается","🖥 prod","Tue Apr 28 17:06:58 UTC 2026","passed","Tue Apr 28 17:06:58 UTC 2026","TestVacancyCreateUI","test_vacancy_create","",""
"","0","TC-009.3: «Отменить» в модалке города прерывает экспорт","🖥 prod","Tue Apr 28 17:36:14 UTC 2026","broken","Tue Apr 28 17:36:14 UTC 2026","TestHHExportModalsBasicFlow","test_vacancy_hh_export","",""
"","3306","Email с рандомным регистром (повтор для стабильности)","🖥 prod","Tue Apr 28 17:03:29 UTC 2026","passed","Tue Apr 28 17:03:32 UTC 2026","TestLoginEmailCase","test_login","",""
"","454","Описание: безопасные HTML теги (bold)","🖥 prod","Tue Apr 28 17:49:28 UTC 2026","passed","Tue Apr 28 17:49:28 UTC 2026","TestAllowedChars","test_vacancy_validation","",""
"","21590","Специализация #9/10: случайное уникальное значение","🖥 prod","Tue Apr 28 17:20:08 UTC 2026","broken","Tue Apr 28 17:20:30 UTC 2026","TestSpecializationDisplayOnDetailPage","test_vacancy_display","",""
"","3746","Enter в поле пароля отправляет форму","🖥 prod","Tue Apr 28 17:03:10 UTC 2026","passed","Tue Apr 28 17:03:14 UTC 2026","TestLoginPositive","test_login","",""
"","30","Спецсимволы в названии","🖥 prod","Tue Apr 28 17:09:36 UTC 2026","passed","Tue Apr 28 17:09:37 UTC 2026","TestVacancyCreateInvalidData","test_vacancy_create","",""
"","2803","Кнопка 'Сохранить и продолжить' работает","🖥 prod","Tue Apr 28 17:09:04 UTC 2026","passed","Tue Apr 28 17:09:07 UTC 2026","TestVacancyCreatePositive","test_vacancy_create","",""
"","22031","География #7/10: случайное уникальное значение","🖥 prod","Tue Apr 28 17:23:38 UTC 2026","broken","Tue Apr 28 17:24:00 UTC 2026","TestGeographyDisplayOnDetailPage","test_vacancy_display","",""
"","433","TC-011.1: название > 100 символов → toast-ошибка, экспорт не начинается","🖥 prod","Tue Apr 28 17:37:08 UTC 2026","broken","Tue Apr 28 17:37:09 UTC 2026","TestHHExportFieldValidation","test_vacancy_hh_export","",""
"","489","Только описание пустое — не проходит","🖥 prod","Tue Apr 28 17:48:20 UTC 2026","passed","Tue Apr 28 17:48:21 UTC 2026","TestTotalTextEmpty","test_vacancy_validation","",""
"","887","Создание без названия вакансии","🖥 prod","Tue Apr 28 17:09:11 UTC 2026","passed","Tue Apr 28 17:09:12 UTC 2026","TestVacancyCreateEmptyRequired","test_vacancy_create","",""
"","108","Модалка специализаций открывается","🖥 prod","Tue Apr 28 17:39:04 UTC 2026","passed","Tue Apr 28 17:39:04 UTC 2026","TestSpecializationModal","test_vacancy_modals","",""
"","0","TC-009.9: 1 лист-спец + >1 город → только модалка города","🖥 prod","Tue Apr 28 17:36:39 UTC 2026","broken","Tue Apr 28 17:36:39 UTC 2026","TestHHExportModalsSkipFlow","test_vacancy_hh_export","",""
"","126","Заголовок 'Отрасли' отображается","🖥 prod","Tue Apr 28 17:38:20 UTC 2026","passed","Tue Apr 28 17:38:20 UTC 2026","TestIndustryModalUI","test_vacancy_modals","",""
"","40","value=Офис — поле 'Город' появляется","🖥 prod","Tue Apr 28 17:40:12 UTC 2026","passed","Tue Apr 28 17:40:12 UTC 2026","TestWorkFormatConditionalFields","test_vacancy_modals","",""
"","936","Поиск фильтрует отрасли","🖥 prod","Tue Apr 28 17:38:40 UTC 2026","passed","Tue Apr 28 17:38:41 UTC 2026","TestIndustryModalFunctional","test_vacancy_modals","",""
"","2886","Кнопка активна","🖥 prod","Tue Apr 28 17:04:51 UTC 2026","passed","Tue Apr 28 17:04:54 UTC 2026","TestLoginButton","test_login","",""
"","68","Выключение HR-интервью","🖥 prod","Tue Apr 28 17:08:04 UTC 2026","passed","Tue Apr 28 17:08:04 UTC 2026","TestVacancyToggles","test_vacancy_create","",""
"","3380","Неверный пароль","🖥 prod","Tue Apr 28 17:00:06 UTC 2026","passed","Tue Apr 28 17:00:10 UTC 2026","TestLoginInvalidCredentials","test_login","",""
"","3173","value=Офис → Выбор города → Появляются Адрес и Метро","🖥 prod","Tue Apr 28 17:40:20 UTC 2026","passed","Tue Apr 28 17:40:23 UTC 2026","TestWorkFormatConditionalFields","test_vacancy_modals","",""
"","566","TC-010.3: география «Россия» — модалка города ДОЛЖНА открыться","🖥 prod","Tue Apr 28 17:36:59 UTC 2026","broken","Tue Apr 28 17:37:00 UTC 2026","TestHHExportRegressions","test_vacancy_hh_export","",""
"","21622","Отрасль #9/10: случайное уникальное значение","🖥 prod","Tue Apr 28 17:15:52 UTC 2026","broken","Tue Apr 28 17:16:14 UTC 2026","TestIndustryDisplayOnDetailPage","test_vacancy_display","",""
"","2959","Двойной клик — кнопка блокируется после отправки","🖥 prod","Tue Apr 28 17:04:58 UTC 2026","passed","Tue Apr 28 17:05:01 UTC 2026","TestLoginButton","test_login","",""
"","42","Название: управляющие символы","🖥 prod","Tue Apr 28 17:50:05 UTC 2026","skipped","Tue Apr 28 17:50:05 UTC 2026","TestForbiddenChars","test_vacancy_validation","",""
"","422","TC-011.2: описание < 200 символов → toast-ошибка, экспорт не начинается","🖥 prod","Tue Apr 28 17:37:12 UTC 2026","broken","Tue Apr 28 17:37:13 UTC 2026","TestHHExportFieldValidation","test_vacancy_hh_export","",""
"","5","HR-интервью включено по умолчанию","🖥 prod","Tue Apr 28 17:07:56 UTC 2026","passed","Tue Apr 28 17:07:56 UTC 2026","TestVacancyToggles","test_vacancy_create","",""
"","3748","Пробелы после email","🖥 prod","Tue Apr 28 17:03:40 UTC 2026","passed","Tue Apr 28 17:03:44 UTC 2026","TestLoginEmailSpaces","test_login","",""
"","21444","Отрасль #10/10: случайное уникальное значение","🖥 prod","Tue Apr 28 17:16:18 UTC 2026","broken","Tue Apr 28 17:16:40 UTC 2026","TestIndustryDisplayOnDetailPage","test_vacancy_display","",""
"","21560","Специализация #8/10: случайное уникальное значение","🖥 prod","Tue Apr 28 17:19:43 UTC 2026","broken","Tue Apr 28 17:20:04 UTC 2026","TestSpecializationDisplayOnDetailPage","test_vacancy_display","",""
"","1050","География: 1 общий регион (без раскрытия) отображается на форме","🖥 prod","Tue Apr 28 17:42:27 UTC 2026","passed","Tue Apr 28 17:42:28 UTC 2026","TestModalDisplayOnForm","test_vacancy_modals","",""
"","0","TC-652.3: оба поля пусты → оба тоста, без диалога, без запроса","🖥 prod","Tue Apr 28 17:37:18 UTC 2026","skipped","Tue Apr 28 17:37:18 UTC 2026","TestHHExportValidationOrder","test_vacancy_hh_export","",""
"","3102","Соц. пакет: HTML теги","🖥 prod","Tue Apr 28 17:50:13 UTC 2026","passed","Tue Apr 28 17:50:16 UTC 2026","TestForbiddenChars","test_vacancy_validation","",""
"","70","Клик 'Отмена' уходит со страницы создания","🖥 prod","Tue Apr 28 17:10:15 UTC 2026","passed","Tue Apr 28 17:10:15 UTC 2026","TestVacancyCancelButton","test_vacancy_create","",""
"","1653","Название вакансии улетает в positionName-фильтр на «Поиске»","🖥 prod","Tue Apr 28 17:00:36 UTC 2026","passed","Tue Apr 28 17:00:38 UTC 2026","TestCreateVacancyViaSearchFilter","test_vacancy_create_via_search_filter","",""
"","0","TC-009.5: «Сохранить» в модалке disabled для группы, enabled для листа","🖥 prod","Tue Apr 28 17:36:23 UTC 2026","broken","Tue Apr 28 17:36:23 UTC 2026","TestHHExportModalsBasicFlow","test_vacancy_hh_export","",""
"","1128","Отрасль: 3 конкретных значения отображаются на форме","🖥 prod","Tue Apr 28 17:42:02 UTC 2026","passed","Tue Apr 28 17:42:03 UTC 2026","TestModalDisplayOnForm","test_vacancy_modals","",""
"","3295","Пробелы перед паролем","🖥 prod","Tue Apr 28 17:03:48 UTC 2026","passed","Tue Apr 28 17:03:51 UTC 2026","TestLoginEmailSpaces","test_login","",""
"","3838","Вход с включённым 'Запомнить меня'","🖥 prod","Tue Apr 28 17:03:03 UTC 2026","passed","Tue Apr 28 17:03:07 UTC 2026","TestLoginPositive","test_login","",""
"","21087","Описание 80 + О компании 60 + Соц. пакет 10 = 150","🖥 prod","Tue Apr 28 17:45:57 UTC 2026","broken","Tue Apr 28 17:46:18 UTC 2026","TestTotalTextMin","test_vacancy_validation","",""
"","377","Ввод описания компании","🖥 prod","Tue Apr 28 17:08:16 UTC 2026","passed","Tue Apr 28 17:08:16 UTC 2026","TestVacancyFieldInput","test_vacancy_create","",""
"","40097","Формат работы «Гибрид» улетает в workFormat-фильтр на «Поиске»","🖥 prod","Tue Apr 28 17:01:06 UTC 2026","broken","Tue Apr 28 17:01:47 UTC 2026","TestCreateVacancyViaSearchFilter","test_vacancy_create_via_search_filter","",""
