"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3620","Enter в поле email отправляет форму","🖥 preprod","Mon Apr 13 18:43:48 UTC 2026","passed","Mon Apr 13 18:43:52 UTC 2026","TestLoginButton","test_login","",""
"","2815","Пробелы вместо логина","🖥 preprod","Mon Apr 13 18:43:16 UTC 2026","passed","Mon Apr 13 18:43:19 UTC 2026","TestLoginInvalidCredentials","test_login","",""
"","2836","SQL инъекция в email","🖥 preprod","Mon Apr 13 18:43:55 UTC 2026","passed","Mon Apr 13 18:43:57 UTC 2026","TestLoginSecurity","test_login","",""
"","5944","'Запомнить меня' ВКЛ → новая вкладка → сессия сохранена","🖥 preprod","Mon Apr 13 18:42:49 UTC 2026","passed","Mon Apr 13 18:42:55 UTC 2026","TestLoginSession","test_login","",""
"","6307","'Запомнить меня' ВЫКЛ → новая вкладка → сессия НЕ сохранена","🖥 preprod","Mon Apr 13 18:42:55 UTC 2026","passed","Mon Apr 13 18:43:01 UTC 2026","TestLoginSession","test_login","",""
"","2877","Чекбокс 'Запомнить меня' отображается","🖥 preprod","Mon Apr 13 18:41:42 UTC 2026","passed","Mon Apr 13 18:41:45 UTC 2026","TestLoginUI","test_login","",""
"","2808","Пароль скрыт (type=password)","🖥 preprod","Mon Apr 13 18:41:53 UTC 2026","passed","Mon Apr 13 18:41:56 UTC 2026","TestLoginUI","test_login","",""
"","3697","Вход с включённым 'Запомнить меня'","🖥 preprod","Mon Apr 13 18:42:00 UTC 2026","passed","Mon Apr 13 18:42:03 UTC 2026","TestLoginPositive","test_login","",""
"","3752","Пробелы с обеих сторон email","🖥 preprod","Mon Apr 13 18:42:39 UTC 2026","passed","Mon Apr 13 18:42:42 UTC 2026","TestLoginEmailSpaces","test_login","",""
"","3626","Успешный логин","🖥 preprod","Mon Apr 13 18:41:56 UTC 2026","passed","Mon Apr 13 18:42:00 UTC 2026","TestLoginPositive","test_login","",""
"","3122","Пробелы перед паролем","🖥 preprod","Mon Apr 13 18:42:42 UTC 2026","passed","Mon Apr 13 18:42:46 UTC 2026","TestLoginEmailSpaces","test_login","",""
"","3684","Email полностью в верхнем регистре","🖥 preprod","Mon Apr 13 18:42:10 UTC 2026","passed","Mon Apr 13 18:42:14 UTC 2026","TestLoginEmailCase","test_login","",""
"","3089","Enter в поле пароля отправляет форму","🖥 preprod","Mon Apr 13 18:42:07 UTC 2026","passed","Mon Apr 13 18:42:10 UTC 2026","TestLoginPositive","test_login","",""
"","3674","Пробелы после email","🖥 preprod","Mon Apr 13 18:42:35 UTC 2026","passed","Mon Apr 13 18:42:39 UTC 2026","TestLoginEmailSpaces","test_login","",""
"","2754","Поле email имеет label","🖥 preprod","Mon Apr 13 18:44:10 UTC 2026","passed","Mon Apr 13 18:44:12 UTC 2026","TestLoginAccessibility","test_login","",""
"","3126","Email с рандомным регистром букв","🖥 preprod","Mon Apr 13 18:42:18 UTC 2026","passed","Mon Apr 13 18:42:21 UTC 2026","TestLoginEmailCase","test_login","",""
"","2760","Поле пароля отображается","🖥 preprod","Mon Apr 13 18:41:39 UTC 2026","passed","Mon Apr 13 18:41:42 UTC 2026","TestLoginUI","test_login","",""
"","2845","Пустой email + валидный пароль","🖥 preprod","Mon Apr 13 18:43:01 UTC 2026","passed","Mon Apr 13 18:43:04 UTC 2026","TestLoginEmptyFields","test_login","",""
"","2728","Плейсхолдер email корректен","🖥 preprod","Mon Apr 13 18:41:48 UTC 2026","passed","Mon Apr 13 18:41:50 UTC 2026","TestLoginUI","test_login","",""
"","2796","Email без @","🖥 preprod","Mon Apr 13 18:43:28 UTC 2026","passed","Mon Apr 13 18:43:31 UTC 2026","TestLoginEmailValidation","test_login","",""
"","2765","Плейсхолдер пароля корректен","🖥 preprod","Mon Apr 13 18:41:50 UTC 2026","passed","Mon Apr 13 18:41:53 UTC 2026","TestLoginUI","test_login","",""
"","2951","Несуществующий пользователь","🖥 preprod","Mon Apr 13 18:43:13 UTC 2026","passed","Mon Apr 13 18:43:16 UTC 2026","TestLoginInvalidCredentials","test_login","",""
"","2806","Повторный клик выключает чекбокс","🖥 preprod","Mon Apr 13 18:43:42 UTC 2026","passed","Mon Apr 13 18:43:45 UTC 2026","TestRememberMe","test_login","",""
"","2738","Клик включает чекбокс","🖥 preprod","Mon Apr 13 18:43:40 UTC 2026","passed","Mon Apr 13 18:43:42 UTC 2026","TestRememberMe","test_login","",""
"","3637","Email с рандомным регистром (повтор для стабильности)","🖥 preprod","Mon Apr 13 18:42:28 UTC 2026","passed","Mon Apr 13 18:42:31 UTC 2026","TestLoginEmailCase","test_login","",""
"","2765","Email без домена (user@)","🖥 preprod","Mon Apr 13 18:43:31 UTC 2026","passed","Mon Apr 13 18:43:34 UTC 2026","TestLoginEmailValidation","test_login","",""
"","3041","Поле email отображается","🖥 preprod","Mon Apr 13 18:41:36 UTC 2026","passed","Mon Apr 13 18:41:39 UTC 2026","TestLoginUI","test_login","",""
"","2786","Кнопка 'Войти' отображается","🖥 preprod","Mon Apr 13 18:41:45 UTC 2026","passed","Mon Apr 13 18:41:48 UTC 2026","TestLoginUI","test_login","",""
"","2884","Пробелы вместо пароля","🖥 preprod","Mon Apr 13 18:43:19 UTC 2026","passed","Mon Apr 13 18:43:22 UTC 2026","TestLoginInvalidCredentials","test_login","",""
"","3593","Вход с выключенным 'Запомнить меня'","🖥 preprod","Mon Apr 13 18:42:03 UTC 2026","passed","Mon Apr 13 18:42:07 UTC 2026","TestLoginPositive","test_login","",""
"","3138","Пробелы после пароля","🖥 preprod","Mon Apr 13 18:42:46 UTC 2026","passed","Mon Apr 13 18:42:49 UTC 2026","TestLoginEmailSpaces","test_login","",""
"","3001","Email с двойной точкой в домене","🖥 preprod","Mon Apr 13 18:43:34 UTC 2026","passed","Mon Apr 13 18:43:37 UTC 2026","TestLoginEmailValidation","test_login","",""
