"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3922","Пароль скрыт (type=password)","🖥 preprod","Mon Mar 30 14:11:28 UTC 2026","passed","Mon Mar 30 14:11:32 UTC 2026","TestLoginUI","test_login","",""
"","3380","Поле email отображается","🖥 dev","Mon Mar 30 14:11:07 UTC 2026","passed","Mon Mar 30 14:11:10 UTC 2026","TestLoginUI","test_login","",""
"","4760","Email с рандомным регистром (повтор для стабильности)","🖥 preprod","Mon Mar 30 14:12:06 UTC 2026","passed","Mon Mar 30 14:12:11 UTC 2026","TestLoginEmailCase","test_login","",""
"","4886","Вход с включённым 'Запомнить меня'","🖥 preprod","Mon Mar 30 14:11:37 UTC 2026","passed","Mon Mar 30 14:11:42 UTC 2026","TestLoginPositive","test_login","",""
"","4705","Enter в поле пароля отправляет форму","🖥 preprod","Mon Mar 30 14:11:46 UTC 2026","passed","Mon Mar 30 14:11:51 UTC 2026","TestLoginPositive","test_login","",""
"","3865","Email без @","🖥 preprod","Mon Mar 30 14:13:39 UTC 2026","passed","Mon Mar 30 14:13:43 UTC 2026","TestLoginEmailValidation","test_login","",""
"","3903","XSS в поле email","🖥 preprod","Mon Mar 30 14:14:20 UTC 2026","passed","Mon Mar 30 14:14:24 UTC 2026","TestLoginSecurity","test_login","",""
"","3936","Поле пароля имеет label","🖥 preprod","Mon Mar 30 14:14:40 UTC 2026","passed","Mon Mar 30 14:14:44 UTC 2026","TestLoginAccessibility","test_login","",""
"","3854","Поле email имеет label","🖥 preprod","Mon Mar 30 14:14:36 UTC 2026","passed","Mon Mar 30 14:14:40 UTC 2026","TestLoginAccessibility","test_login","",""
"","4284","Несуществующий пользователь","🖥 preprod","Mon Mar 30 14:13:17 UTC 2026","passed","Mon Mar 30 14:13:22 UTC 2026","TestLoginInvalidCredentials","test_login","",""
"","3134","Плейсхолдер email корректен","🖥 dev","Mon Mar 30 14:11:20 UTC 2026","passed","Mon Mar 30 14:11:23 UTC 2026","TestLoginUI","test_login","",""
"","8107","'Запомнить меня' ВЫКЛ → новая вкладка → сессия НЕ сохранена","🖥 preprod","Mon Mar 30 14:12:53 UTC 2026","passed","Mon Mar 30 14:13:01 UTC 2026","TestLoginSession","test_login","",""
"","4021","Сообщение об ошибке читаемо скрин-ридером (role=status)","🖥 preprod","Mon Mar 30 14:14:44 UTC 2026","passed","Mon Mar 30 14:14:48 UTC 2026","TestLoginAccessibility","test_login","",""
"","4463","Пробелы после пароля","🖥 preprod","Mon Mar 30 14:12:40 UTC 2026","passed","Mon Mar 30 14:12:44 UTC 2026","TestLoginEmailSpaces","test_login","",""
"","3900","Email с двойной точкой в домене","🖥 preprod","Mon Mar 30 14:13:47 UTC 2026","passed","Mon Mar 30 14:13:51 UTC 2026","TestLoginEmailValidation","test_login","",""
"","4495","Пробелы перед паролем","🖥 preprod","Mon Mar 30 14:12:35 UTC 2026","passed","Mon Mar 30 14:12:40 UTC 2026","TestLoginEmailSpaces","test_login","",""
"","3859","Двойной клик — кнопка блокируется после отправки","🖥 preprod","Mon Mar 30 14:14:12 UTC 2026","passed","Mon Mar 30 14:14:15 UTC 2026","TestLoginButton","test_login","",""
"","4272","Спецсимволы в пароле","🖥 preprod","Mon Mar 30 14:14:24 UTC 2026","passed","Mon Mar 30 14:14:28 UTC 2026","TestLoginSecurity","test_login","",""
"","3971","Пустой email + валидный пароль","🖥 preprod","Mon Mar 30 14:13:01 UTC 2026","passed","Mon Mar 30 14:13:05 UTC 2026","TestLoginEmptyFields","test_login","",""
"","3211","Кнопка 'Войти' отображается","🖥 dev","Mon Mar 30 14:11:17 UTC 2026","passed","Mon Mar 30 14:11:20 UTC 2026","TestLoginUI","test_login","",""
"","5024","Email полностью в нижнем регистре","🖥 preprod","Mon Mar 30 14:11:56 UTC 2026","passed","Mon Mar 30 14:12:01 UTC 2026","TestLoginEmailCase","test_login","",""
"","4305","Пробелы вместо пароля","🖥 preprod","Mon Mar 30 14:13:26 UTC 2026","passed","Mon Mar 30 14:13:30 UTC 2026","TestLoginInvalidCredentials","test_login","",""
"","4090","SQL инъекция в email","🖥 preprod","Mon Mar 30 14:14:15 UTC 2026","passed","Mon Mar 30 14:14:20 UTC 2026","TestLoginSecurity","test_login","",""
"","3901","Кнопка активна","🖥 preprod","Mon Mar 30 14:14:03 UTC 2026","passed","Mon Mar 30 14:14:07 UTC 2026","TestLoginButton","test_login","",""
"","4745","Email полностью в верхнем регистре","🖥 preprod","Mon Mar 30 14:11:51 UTC 2026","passed","Mon Mar 30 14:11:56 UTC 2026","TestLoginEmailCase","test_login","",""
"","3781","Чекбокс выключен по умолчанию","🖥 preprod","Mon Mar 30 14:13:51 UTC 2026","passed","Mon Mar 30 14:13:55 UTC 2026","TestRememberMe","test_login","",""
"","8965","'Запомнить меня' ВКЛ → новая вкладка → сессия сохранена","🖥 preprod","Mon Mar 30 14:12:44 UTC 2026","passed","Mon Mar 30 14:12:53 UTC 2026","TestLoginSession","test_login","",""
"","3930","Валидный email + пустой пароль","🖥 preprod","Mon Mar 30 14:13:05 UTC 2026","passed","Mon Mar 30 14:13:09 UTC 2026","TestLoginEmptyFields","test_login","",""
"","4267","Очень длинный пароль (1000+ символов)","🖥 preprod","Mon Mar 30 14:13:35 UTC 2026","passed","Mon Mar 30 14:13:39 UTC 2026","TestLoginInvalidCredentials","test_login","",""
"","4798","Email с рандомным регистром (повтор для стабильности)","🖥 preprod","Mon Mar 30 14:12:11 UTC 2026","passed","Mon Mar 30 14:12:16 UTC 2026","TestLoginEmailCase","test_login","",""
